user_id,target_pos,target_item,original_interactions,best_interactions,cfs,len_cfs
1301,5,65,"[52, 59, 178, 188, 211, 230, 377, 500, 612, 657, 658, 742, 766, 853, 873, 918, 1027, 1345, 1847, 2065]","[52, 178, 211, 230, 377, 500, 612, 657, 658, 742, 766, 853, 873, 918, 1027, 1345, 1847, 2065]","[59, 188]",2
1301,7,190,"[52, 59, 178, 188, 211, 230, 377, 500, 612, 657, 658, 742, 766, 853, 873, 918, 1027, 1345, 1847, 2065]","[52, 178, 188, 211, 230, 377, 500, 612, 657, 658, 742, 766, 853, 873, 918, 1027, 1345, 1847, 2065]",[59],1
1303,1,789,"[40, 237, 314, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[40, 237, 314, 622, 740, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[689, 747, 778]",3
1303,3,65,"[40, 237, 314, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[237, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[40, 314]",2
1303,5,1,"[40, 237, 314, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[40, 237, 314, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1372, 1599, 1640, 1756, 2097, 2522]",[1232],1
1303,7,791,"[40, 237, 314, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]","[40, 237, 622, 689, 740, 747, 778, 832, 1137, 1157, 1158, 1231, 1232, 1372, 1599, 1640, 1756, 2097, 2522]",[314],1
1306,1,16,"[110, 274, 277, 338, 341, 416, 491, 640, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[110, 277, 338, 416, 491, 640, 793, 1107, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[274, 341, 773, 1121]",4
1306,3,185,"[110, 274, 277, 338, 341, 416, 491, 640, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[110, 274, 338, 341, 416, 491, 640, 773, 793, 1107, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[277, 1121]",2
1306,5,168,"[110, 274, 277, 338, 341, 416, 491, 640, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[274, 338, 341, 416, 491, 640, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[110, 277]",2
1306,7,1257,"[110, 274, 277, 338, 341, 416, 491, 640, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]","[110, 274, 277, 338, 341, 416, 491, 773, 793, 1107, 1121, 1132, 1299, 1346, 1366, 1849, 2469, 2576, 2994]",[640],1
1311,1,161,"[26, 49, 68, 134, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[26, 49, 68, 390, 435, 523, 723, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[134, 734, 739, 837]",4
1311,3,515,"[26, 49, 68, 134, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[26, 49, 68, 134, 390, 435, 523, 734, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[723, 739]",2
1311,5,565,"[26, 49, 68, 134, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[26, 49, 68, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]",[134],1
1311,7,172,"[26, 49, 68, 134, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]","[49, 68, 134, 390, 435, 523, 723, 734, 739, 837, 915, 930, 983, 1059, 1076, 1738, 1997, 2224, 2659]",[26],1
1312,1,841,"[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1095, 1104, 1838, 2021, 3083]","[65, 113, 156, 433, 529, 539, 663, 703, 755, 897, 935, 1003, 1095, 1104, 1838, 2021, 3083]","[99, 556, 1008]",3
1312,3,161,"[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1095, 1104, 1838, 2021, 3083]","[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1838, 2021, 3083]","[1095, 1104]",2
1312,5,63,"[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1095, 1104, 1838, 2021, 3083]","[65, 99, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1095, 1104, 1838, 2021, 3083]","[113, 156]",2
1312,7,645,"[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 935, 1003, 1008, 1095, 1104, 1838, 2021, 3083]","[65, 99, 113, 156, 433, 529, 539, 556, 663, 703, 755, 897, 1003, 1008, 1095, 1104, 1838, 2021, 3083]",[935],1
1314,1,691,"[359, 361, 401, 509, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[361, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[359, 401, 509, 557]",4
1314,3,1334,"[359, 361, 401, 509, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[359, 401, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[361, 509]",2
1314,5,853,"[359, 361, 401, 509, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[359, 361, 401, 509, 557, 642, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]",[654],1
1314,7,1257,"[359, 361, 401, 509, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]","[361, 401, 509, 557, 642, 654, 696, 700, 716, 730, 784, 907, 1064, 1402, 1427, 1835, 2005, 2196, 2206]",[359],1
1315,1,168,"[24, 49, 116, 128, 415, 421, 491, 525, 560, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]","[49, 116, 128, 415, 421, 525, 560, 719, 767, 1450, 1652, 2004, 2034, 2215, 2401, 2453]","[24, 491, 959, 1626]",4
1315,3,129,"[24, 49, 116, 128, 415, 421, 491, 525, 560, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]","[49, 116, 128, 415, 421, 525, 560, 719, 767, 959, 1450, 1652, 2004, 2034, 2215, 2401, 2453]","[24, 491, 1626]",3
1315,5,48,"[24, 49, 116, 128, 415, 421, 491, 525, 560, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]","[49, 128, 415, 421, 491, 525, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]","[24, 116, 560]",3
1315,7,175,"[24, 49, 116, 128, 415, 421, 491, 525, 560, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]","[24, 49, 128, 415, 421, 491, 525, 560, 719, 767, 959, 1450, 1626, 1652, 2004, 2034, 2215, 2401, 2453]",[116],1
1317,1,172,"[42, 119, 139, 313, 375, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]","[42, 119, 139, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]","[313, 375, 438, 508, 558]",5
1317,3,691,"[42, 119, 139, 313, 375, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]","[42, 119, 139, 313, 375, 438, 508, 558, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]",[567],1
1317,5,670,"[42, 119, 139, 313, 375, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]","[42, 119, 139, 313, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]",[375],1
1317,7,149,"[42, 119, 139, 313, 375, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]","[42, 139, 313, 375, 438, 508, 558, 567, 641, 704, 764, 771, 842, 1091, 1402, 1407, 1412, 1706, 2659]",[119],1
1320,1,265,"[52, 58, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[52, 58, 114, 118, 121, 129, 190, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[63, 111, 241]",3
1320,3,433,"[52, 58, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[52, 58, 111, 114, 118, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[63, 121]",2
1320,5,756,"[52, 58, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[52, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]",[58],1
1320,7,215,"[52, 58, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]","[52, 63, 111, 114, 118, 121, 129, 190, 241, 260, 301, 337, 534, 667, 959, 1020, 1114, 1482, 2095]",[58],1
1321,1,756,"[10, 53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[10, 53, 154]",3
1321,3,718,"[10, 53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[10, 738]",2
1321,5,278,"[10, 53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[10, 53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 1052, 1213, 1291, 1296, 1502, 2067]",[991],1
1321,7,604,"[10, 53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]","[53, 154, 201, 387, 420, 500, 532, 689, 716, 728, 738, 793, 991, 1052, 1213, 1291, 1296, 1502, 2067]",[10],1
1322,1,125,"[4, 27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[4, 27]",2
1322,3,116,"[4, 27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[4, 27, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[107, 153]",2
1322,5,1467,"[4, 27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1508, 1611, 1833, 2311, 2338]","[4, 1448, 2698]",3
1322,7,211,"[4, 27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]","[27, 107, 153, 175, 284, 359, 589, 846, 917, 1042, 1046, 1071, 1448, 1508, 1611, 1833, 2311, 2338, 2698]",[4],1
1323,1,27,"[125, 178, 218, 229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]","[229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]","[125, 178, 218]",3
1323,3,211,"[125, 178, 218, 229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]","[125, 178, 229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]",[218],1
1323,5,1099,"[125, 178, 218, 229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]","[125, 178, 218, 229, 322, 426, 465, 547, 630, 666, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]",[710],1
1323,7,175,"[125, 178, 218, 229, 322, 426, 465, 547, 630, 666, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]","[125, 178, 218, 229, 322, 426, 465, 547, 630, 710, 815, 1093, 1196, 1233, 1527, 1562, 1585, 1907, 2689]",[666],1
1324,1,129,"[24, 48, 168, 237, 312, 316, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]","[312, 316, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 2045, 2159]","[24, 48, 168, 237, 1676]",5
1324,3,185,"[24, 48, 168, 237, 312, 316, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]","[24, 48, 168, 237, 312, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]",[316],1
1324,5,274,"[24, 48, 168, 237, 312, 316, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]","[24, 48, 168, 237, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]","[312, 316]",2
1324,7,767,"[24, 48, 168, 237, 312, 316, 322, 328, 360, 364, 455, 632, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]","[24, 48, 168, 237, 312, 316, 322, 328, 360, 364, 455, 666, 697, 899, 1298, 1530, 1676, 2045, 2159]",[632],1
1325,1,767,"[12, 16, 20, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[12, 16, 20, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 946, 1062, 1518, 2510]","[560, 1238, 1451]",3
1325,3,1298,"[12, 16, 20, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[12, 21, 129, 237, 259, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[16, 20, 274]",3
1325,5,178,"[12, 16, 20, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[12, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[16, 20]",2
1325,7,125,"[12, 16, 20, 21, 129, 237, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]","[12, 16, 20, 21, 129, 259, 274, 322, 487, 503, 518, 548, 560, 946, 1062, 1238, 1451, 1518, 2510]",[237],1
1328,1,645,"[66, 75, 80, 147, 158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[66, 75, 80, 147, 158, 188, 278, 350, 542, 556, 703, 849, 1069, 1076, 1146, 1227, 1281]","[161, 679, 841]",3
1328,3,844,"[66, 75, 80, 147, 158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[66, 75, 80, 147]",4
1328,5,606,"[66, 75, 80, 147, 158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[66, 75, 80, 147, 158, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[161, 188]",2
1328,7,127,"[66, 75, 80, 147, 158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]","[66, 80, 147, 158, 161, 188, 278, 350, 542, 556, 679, 703, 841, 849, 1069, 1076, 1146, 1227, 1281]",[75],1
1329,1,407,"[6, 53, 264, 294, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]","[6, 53, 264, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]",[294],1
1329,3,789,"[6, 53, 264, 294, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]","[6, 53, 264, 294, 337, 406, 662, 718, 826, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]",[870],1
1329,5,520,"[6, 53, 264, 294, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]","[6, 53, 264, 294, 337, 406, 662, 718, 826, 870, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]",[893],1
1329,7,16,"[6, 53, 264, 294, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]","[53, 264, 294, 337, 406, 662, 718, 826, 870, 893, 908, 1064, 1116, 1125, 1126, 1883, 1956, 1967, 2263]",[6],1
1331,1,24,"[19, 60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]","[19, 60, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1259, 1614, 1765, 1791, 1802, 1964]","[88, 129, 1110]",3
1331,3,40,"[19, 60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]","[60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1614, 1765, 1791, 1802, 1964]","[19, 1259]",2
1331,5,41,"[19, 60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]","[19, 60, 88, 129, 150, 168, 237, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]",[351],1
1331,7,356,"[19, 60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]","[60, 88, 129, 150, 168, 237, 351, 406, 415, 530, 566, 663, 1110, 1259, 1614, 1765, 1791, 1802, 1964]",[19],1
1333,1,10,"[178, 240, 395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[178, 395, 425, 489, 500, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[240, 561, 682]",3
1333,3,125,"[178, 240, 395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[178, 240]",2
1333,5,209,"[178, 240, 395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[178, 240, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]",[395],1
1333,7,662,"[178, 240, 395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]","[178, 395, 425, 489, 500, 561, 682, 690, 718, 835, 843, 917, 1116, 1175, 1342, 1724, 1770, 1802, 1833]",[240],1
1335,1,767,"[41, 204, 207, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[204, 212, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[41, 207, 335]",3
1335,3,604,"[41, 204, 207, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[41, 204, 207, 212, 335, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]",[420],1
1335,5,23,"[41, 204, 207, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[204, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[41, 207]",2
1335,7,995,"[41, 204, 207, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]","[204, 207, 212, 335, 420, 595, 632, 857, 862, 870, 1004, 1016, 1395, 1553, 1704, 1725, 2099, 3041, 3303]",[41],1
1338,1,98,"[85, 93, 146, 210, 218, 237, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[146, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[85, 93, 210, 218, 237]",5
1338,3,644,"[85, 93, 146, 210, 218, 237, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[85, 93, 146, 218, 237, 256, 273, 291, 380, 434, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[210, 587]",2
1338,5,715,"[85, 93, 146, 210, 218, 237, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[85, 93, 146, 237, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[210, 218]",2
1338,7,152,"[85, 93, 146, 210, 218, 237, 256, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]","[85, 93, 146, 210, 218, 237, 273, 291, 380, 434, 587, 743, 756, 874, 1019, 1214, 1229, 1252, 1482]",[256],1
1339,1,127,"[145, 158, 161, 175, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[145, 161, 175, 247, 606, 615, 702, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556]","[158, 777, 2739]",3
1339,3,196,"[145, 158, 161, 175, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[175, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[145, 158, 161]",3
1339,5,896,"[145, 158, 161, 175, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[158, 161, 175, 247, 606, 615, 702, 777, 892, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[145, 895]",2
1339,7,172,"[145, 158, 161, 175, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]","[145, 158, 161, 247, 606, 615, 702, 777, 892, 895, 906, 926, 1440, 1458, 1546, 1666, 2056, 2556, 2739]",[175],1
1340,1,87,"[484, 533, 652, 658, 714, 898, 1167, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[484, 533, 652, 658, 714, 898, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2083, 2263, 2421, 2781, 2989]","[1167, 2021]",2
1340,3,339,"[484, 533, 652, 658, 714, 898, 1167, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[484, 533, 652, 658, 714, 898, 1167, 1173, 1343, 1466, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[1279, 1492]",2
1340,5,247,"[484, 533, 652, 658, 714, 898, 1167, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[533, 652, 658, 714, 898, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[484, 1167]",2
1340,7,52,"[484, 533, 652, 658, 714, 898, 1167, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]","[533, 652, 658, 714, 898, 1167, 1173, 1279, 1343, 1466, 1492, 1818, 1820, 2021, 2083, 2263, 2421, 2781, 2989]",[484],1
1341,1,2383,"[121, 264, 791, 911, 912, 1140, 1154, 1260, 1605, 1737, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 2815, 3144, 3236]","[121, 264, 791, 911, 912, 1140, 1154, 1260, 1946, 2024, 2260, 2263, 2347, 2403, 3144, 3236]","[1605, 1737, 1814, 2815]",4
1341,3,1919,"[121, 264, 791, 911, 912, 1140, 1154, 1260, 1605, 1737, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 2815, 3144, 3236]","[121, 264, 911, 912, 1140, 1154, 1605, 1737, 1814, 1946, 2260, 2347, 2403, 3144, 3236]","[791, 1260, 2024, 2263, 2815]",5
1341,5,2393,"[121, 264, 791, 911, 912, 1140, 1154, 1260, 1605, 1737, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 2815, 3144, 3236]","[121, 264, 791, 911, 912, 1140, 1154, 1260, 1605, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 3144, 3236]","[1737, 2815]",2
1341,7,1329,"[121, 264, 791, 911, 912, 1140, 1154, 1260, 1605, 1737, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 2815, 3144, 3236]","[121, 264, 911, 912, 1140, 1154, 1260, 1605, 1814, 1946, 2024, 2260, 2263, 2347, 2403, 3144, 3236]","[791, 1737, 2815]",3
1342,1,910,"[61, 79, 269, 375, 433, 483, 652, 911, 932, 1108, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[269, 375, 911, 932, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[61, 79, 433, 483, 652, 1108]",6
1342,3,556,"[61, 79, 269, 375, 433, 483, 652, 911, 932, 1108, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[269, 375, 483, 652, 911, 932, 1108, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[61, 79, 433]",3
1342,5,1900,"[61, 79, 269, 375, 433, 483, 652, 911, 932, 1108, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[61, 79, 269, 375, 433, 652, 911, 932, 1108, 1140, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[483, 1143]",2
1342,7,1156,"[61, 79, 269, 375, 433, 483, 652, 911, 932, 1108, 1140, 1143, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[61, 79, 269, 375, 433, 652, 911, 932, 1108, 1140, 1209, 1814, 1818, 2377, 2378, 2380, 2388, 2642]","[483, 1143]",2
