user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
3230,7,"[ 880  245   40  150  256  172 1227  431  813  383  531  118 1088 1317
   39 1244  874 1917   17  924]","[ 880  245   40  150  256  172 1227  431  813  383  531  118 1088 1317
   39 1244  874   17  924]",[1917],1
3231,1,"[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  417  793  588   91]","[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  417  793  588]",[91],1
3231,3,"[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  417  793  588   91]","[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  793  588   91]",[417],1
3231,5,"[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  417  793  588   91]","[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  172  417  793  588   91]",[187],1
3231,7,"[1233   79  432  744  592   45  768  213 1536  965  756 1532 2224   23
  187  172  417  793  588   91]","[1233   79  432  744  592   45  768  213 1536  965  756 1532   23  187
  172  417  793  588   91]",[2224],1
3233,1,"[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429 1609]","[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429]",[1609],1
3233,3,"[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429 1609]","[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429]",[1609],1
3233,5,"[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429 1609]","[2342  956  618  697 1674  363  171  598 1245 1369  670   10  624 1467
 1164 1489 1298  429 1609]",[1455],1
3233,7,"[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429 1609]","[2342  956  618  697 1674  363  171  598 1455 1245 1369  670   10  624
 1467 1164 1489 1298  429]",[1609],1
3237,1,"[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  377  135  277]","[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  377  135]",[277],1
3237,3,"[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  377  135  277]","[ 267 2592    6  171  942 1291  854  407  247  260  547 1684   44  384
  276  135]",[277 316 377 445],4
3237,5,"[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  377  135  277]","[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  135  277]",[377],1
3237,7,"[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  377  135  277]","[ 267  445 2592    6  171  942 1291  854  407  247  260  547  316 1684
   44  384  276  135  277]",[377],1
3240,1,"[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  353  364]","[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  364]",[185 353],2
3240,3,"[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  353  364]","[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  364]",[353],1
3240,5,"[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  353  364]","[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  364]",[353],1
3240,7,"[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337   98  185  353  364]","[ 344 1290 1658  348 2505 1136 1175 2590 1154  669  397 2806   68  367
  356  337  185  353  364]",[98],1
3242,1,"[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054  105   77 1795   51]","[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054   77 1795]",[ 51 105],2
3242,3,"[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054  105   77 1795   51]","[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054  105   77 1795]",[51],1
3242,5,"[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054  105   77 1795   51]","[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144 1045
 1054   77 1795   51]",[105 155],2
3242,7,"[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045 1054  105   77 1795   51]","[ 161   95 1157  652 1482  760 1890   67   61  134 1992 2176 2144  155
 1045  105   77 1795   51]",[1054],1
3243,1,"[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1064 1424
 1257  815  383 1382  809 1313]","[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1064 1424
 1257  815  383  809 1313]",[1382],1
3243,3,"[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1064 1424
 1257  815  383 1382  809 1313]","[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1424 1257
  815  383 1382  809 1313]",[1064],1
3243,5,"[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1064 1424
 1257  815  383 1382  809 1313]","[ 746  126  147  223 1420   80  502 1059   61  108  513 1424 1257  815
  383 1382  809 1313]",[ 955 1064],2
3243,7,"[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1064 1424
 1257  815  383 1382  809 1313]","[ 746  126  147  223 1420   80  502 1059  955   61  108  513 1424 1257
  815  383 1382  809 1313]",[1064],1
3246,1,"[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1126 1068]","[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103]",[1068 1126],2
3246,3,"[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1126 1068]","[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271  273  196
  896 2128 1103 1126]",[  49 1068],2
3246,5,"[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1126 1068]","[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1068]",[1126],1
3246,7,"[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1126 1068]","[2346  448 1980  417 2744 2078  446 1330  444 3429 2037  271   49  273
  196  896 2128 1103 1068]",[1126],1
3250,1,"[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836  281   86  285  446]","[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836   86  446]",[281 285],2
3250,3,"[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836  281   86  285  446]","[ 177 1951  669  535  353  867  401  515  789  306 1107  923 1227  836
  281   86  285  446]",[247 259],2
3250,5,"[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836  281   86  285  446]","[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836  281   86  285]",[446],1
3250,7,"[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836  281   86  285  446]","[ 177 1951  669  535  353  867  401  515  789  259  247  306 1107  923
 1227  836   86  285  446]",[281],1
3253,1,"[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  461  152  457]","[1629  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617 1523
  541  245  152  457]",[281 461],2
3253,3,"[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  461  152  457]","[1629  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617 1523
  541  245  457]",[152 281 461],3
3253,5,"[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  461  152  457]","[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  152  457]",[461],1
3253,7,"[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  461  152  457]","[1629  281  106  618 1453 1519  516    4 2154 2040 1988 2270   56  617
 1523  541  245  152  457]",[461],1
3257,1,"[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1012 1562  911]","[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1012  911]",[1562],1
3257,3,"[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1012 1562  911]","[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176 1012 1562  911]",[14],1
3257,5,"[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1012 1562  911]","[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  176   14 1012 1562  911]",[207],1
3257,7,"[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1012 1562  911]","[  93    8 1307  445    4   86  200  720  211  133 1229   79  256  604
  207  176   14 1562  911]",[1012],1
3259,1,"[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260 1486  294]","[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260 1486]",[294],1
3259,3,"[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260 1486  294]","[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260  294]",[1486],1
3259,5,"[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260 1486  294]","[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260  294]",[1486],1
3259,7,"[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260 1486  294]","[  28  372 1116  264 1117 1426   77  905  670  588 2117  435  210  715
 1252  679 1254  260  294]",[1486],1
3260,1,"[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508   52 1235]","[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508 1235]",[52],1
3260,3,"[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508   52 1235]","[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508 1235]",[52],1
3260,5,"[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508   52 1235]","[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407 1508   52 1235]",[90],1
3260,7,"[ 973  435   68  185  612  209   10  835  124  862  651 1065  918    4
  141  407   90 1508   52 1235]","[ 973  435   68  185  612  209   10  835  862  651 1065  918    4  141
  407   90 1508   52 1235]",[124],1
3261,1,"[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 1106 2933]","[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 2933]",[1106],1
3261,3,"[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 1106 2933]","[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 2933]",[1106],1
3261,5,"[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 1106 2933]","[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 2933]",[1106],1
3261,7,"[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955 1628
  447 1758 1265  383 1106 2933]","[2495  393 2300 2154 1309  712 1493 1271  535  876 2026 1195 2955  447
 1758 1265  383 1106 2933]",[1628],1
3263,1,"[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407 1480  126]","[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407  126]",[1480],1
3263,3,"[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407 1480  126]","[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407 1480]",[126],1
3263,5,"[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407 1480  126]","[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
   91 1713  407 1480  126]",[1070],1
3263,7,"[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
 1070   91 1713  407 1480  126]","[ 116 1469  462  715  678  449 2293  100 1473 1110  211 1229  218  434
   91 1713  407 1480  126]",[1070],1
3265,1,"[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642    1]","[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642]",[1],1
3265,3,"[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642    1]","[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642]",[1],1
3265,5,"[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642    1]","[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718  520  642    1]",[1096],1
3265,7,"[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520  642    1]","[ 995   27  587 1120  755  643  349 2493 1350  460 2427 1529  449 1074
 2177  718 1096  520    1]",[642],1
3266,1,"[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317 1764]","[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  174
 1586 1486 1245  317]",[ 480 1764],2
3266,3,"[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317 1764]","[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317]",[1764],1
3266,5,"[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317 1764]","[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317]",[1764],1
3266,7,"[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245  317 1764]","[ 868 1298  247   89 1233 1585  634 1024 1552  511 1116  866  136  480
  174 1586 1486 1245 1764]",[317],1
3267,1,"[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130  245]","[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130]",[245],1
3267,3,"[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130  245]","[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130]",[245],1
3267,5,"[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130  245]","[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342  117  142  130  245]",[1255],1
3267,7,"[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1342 1255  117  142  130  245]","[  65  185  353  516 2155  734 2238   69  288  351  244  808  446  219
 1255  117  142  130  245]",[1342],1
3270,1,"[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  526  634  566]","[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229  526  634  566]",[  10 1159],2
3270,3,"[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  526  634  566]","[ 756  133 1254  243  176  247 1457  128   85    6   16 1584 1159   10
  526  634  566]",[  58 1099 1229],3
3270,5,"[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  526  634  566]","[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  634  566]",[526],1
3270,7,"[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  526  634  566]","[ 756  133 1254  243  176  247 1457  128   85    6   16 1584   58 1099
 1229 1159   10  526  566]",[634],1
3271,1,"[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  317  894  836  442]","[  86 1099   83  482  383  138 1039 1385  488  710 2201   25  473 1443
  938  894  836  442]",[306 317],2
3271,3,"[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  317  894  836  442]","[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  894  836  442]",[317],1
3271,5,"[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  317  894  836  442]","[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  894  836  442]",[317],1
3271,7,"[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  317  894  836  442]","[  86  306 1099   83  482  383  138 1039 1385  488  710 2201   25  473
 1443  938  894  836  442]",[317],1
3272,1,"[ 887 1260  472  576  937 1798 1372  409 1967 2387 1866  920 1199 1777
 1992 1103  921 2147 2653 2354]","[ 887 1260  472  576  937 1798 1372  409 1967 2387 1866  920 1199 1777
 1992 1103  921 2147 2653]",[2354],1
3272,3,"[ 887 1260  472  576  937 1798 1372  409 1967 2387 1866  920 1199 1777
 1992 1103  921 2147 2653 2354]","[ 887 1260  472  937 1798 1372  409 1967 2387 1866  920 1199 1777 1992
  921 2147 2653 2354]",[ 576 1103],2
3272,5,"[ 887 1260  472  576  937 1798 1372  409 1967 2387 1866  920 1199 1777
 1992 1103  921 2147 2653 2354]","[ 887 1260  472  576  937 1798 1372  409 2387 1866  920 1199 1777 1992
 1103  921 2147 2653 2354]",[1967],1
3272,7,"[ 887 1260  472  576  937 1798 1372  409 1967 2387 1866  920 1199 1777
 1992 1103  921 2147 2653 2354]","[ 887 1260  472  576  937 1798  409 1967 2387 1866  920 1199 1777 1992
 1103  921 2147 2653 2354]",[1372],1
3274,1,"[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201  568]","[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201]",[568],1
3274,3,"[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201  568]","[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201]",[568],1
3274,5,"[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201  568]","[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  676  780 1201  568]",[278],1
3274,7,"[ 125  218   23 1242  848  667  647  865 1243 1002 1004 1837  627   11
    2  278  676  780 1201  568]","[ 125   23 1242  848  667  647  865 1243 1002 1004 1837  627   11    2
  278  676  780 1201  568]",[218],1
3277,1,"[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1196 1527]","[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1527]",[1196],1
3277,3,"[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1196 1527]","[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 1062 1196 1527]",[2575],1
3277,5,"[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1196 1527]","[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1196 1527]",[1062],1
3277,7,"[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1196 1527]","[1229  140  983 1580   32  562  127  523  925  316  530  476  789  670
 2632   45 2575 1062 1527]",[1196],1
3279,1,"[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120  606]","[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120]",[606],1
3279,3,"[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120  606]","[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704  120  606]",[1546],1
3279,5,"[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120  606]","[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120]",[606],1
3279,7,"[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  120  606]","[ 213   98  218  840  167  238  407 2059  813 2838   46  139  161 1838
 1342 1992  704 1546  606]",[120],1
3280,1,"[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 1228 2790]","[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 1228]",[2790],1
3280,3,"[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 1228 2790]","[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 2790]",[1228],1
3280,5,"[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 1228 2790]","[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
  700  669 1392 1228 2790]",[2854],1
3280,7,"[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158  374
 2854  700  669 1392 1228 2790]","[1635  743 1337  735 2536  857 2005  533 2057 1713  854  542 1158 2854
  700  669 1392 1228 2790]",[374],1
3281,1,"[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865 1670]","[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865]",[1670],1
3281,3,"[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865 1670]","[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771   20  383 1865 1670]",[336],1
3281,5,"[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865 1670]","[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865]",[1670],1
3281,7,"[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1865 1670]","[ 676 1890 1992  198   85   31  702  598  105   14  178  548  317  772
  771  336   20  383 1670]",[1865],1
3283,1,"[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833
  394  846  197 1383 1055 2151]","[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195  394
  846  197 1383 2151]",[1055 1833],2
3283,3,"[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833
  394  846  197 1383 1055 2151]","[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195  394
  197 1383 1055 2151]",[ 846 1833],2
3283,5,"[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833
  394  846  197 1383 1055 2151]","[ 556 1011  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833  394
  846  197 1383 2151]",[1055 1723],2
3283,7,"[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833
  394  846  197 1383 1055 2151]","[ 556 1011 1723  108 2556 1134 1727 1675 1720 1058 1979  216  195 1833
  394  197 1383 1055 2151]",[846],1
3285,1,"[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553  744]","[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553]",[744],1
3285,3,"[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553  744]","[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553]",[744],1
3285,5,"[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553  744]","[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  462
  278  556 1244  553  744]",[698],1
3285,7,"[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  698
  462  278  556 1244  553  744]","[ 823  745 3095 1932 1525 1354  662 1629 1151  950  838  518  204  462
  278  556 1244  553  744]",[698],1
3290,1,"[1930 2059 2241  214  856 2475  644 1719  712  483 2090 1432 1838 1992
  562  688 1843 2437 2833 1717]",[1930 2059 2241 2475  483 1432 1992  562  688 1843 2833 1717],[ 214  644  712  856 1719 1838 2090 2437],8
3290,3,"[1930 2059 2241  214  856 2475  644 1719  712  483 2090 1432 1838 1992
  562  688 1843 2437 2833 1717]","[1930 2059 2241  214  856 2475  644 1719  712  483 2090 1432 1838 1992
  562  688 1843 2833 1717]",[2437],1
3290,5,"[1930 2059 2241  214  856 2475  644 1719  712  483 2090 1432 1838 1992
  562  688 1843 2437 2833 1717]","[2059 2241  214  856 2475  644 1719  712  483 1432 1838 1992  562  688
 2833 1717]",[1843 1930 2090 2437],4
3290,7,"[1930 2059 2241  214  856 2475  644 1719  712  483 2090 1432 1838 1992
  562  688 1843 2437 2833 1717]","[1930 2059 2241  214  856 2475  644 1719  712  483 1432 1838 1992  562
  688 2437 2833 1717]",[1843 2090],2
3292,1,"[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  308  687  892 1023 1366 1221]","[1069 1388 2314 2232  534  749  508  514 1480 2043   12  722 3295  687
  892 1023 1366 1221]",[  6 308],2
3292,3,"[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  308  687  892 1023 1366 1221]","[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  308  687  892 1023 1366]",[1221],1
3292,5,"[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  308  687  892 1023 1366 1221]","[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  687  892 1023 1366 1221]",[308],1
3292,7,"[1069 1388 2314 2232  534  749  508    6  514 1480 2043   12  722 3295
  308  687  892 1023 1366 1221]","[1069 1388 2314 2232  534  749  508    6  514 2043   12  722 3295  308
  687  892 1023 1366 1221]",[1480],1
3297,1,"[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896   41  167 2455]","[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896   41  167]",[2455],1
3297,3,"[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896   41  167 2455]","[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896  167 2455]",[41],1
3297,5,"[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896   41  167 2455]","[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896  167 2455]",[41],1
3297,7,"[ 360   51   25  749   32  350 1764  133   49  227  370 1385   63  529
  332  138  896   41  167 2455]","[ 360   51   25  749   32  350  133   49  227  370 1385   63  529  332
  138  896   41  167 2455]",[1764],1
3299,1,"[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
 3290  213   15  415  404 2134]","[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
  213   15  415  404 2134]",[3290],1
3299,3,"[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
 3290  213   15  415  404 2134]","[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
  213   15  415  404 2134]",[3290],1
3299,5,"[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
 3290  213   15  415  404 2134]","[  45  742 2603  202  885  697  106 1538 1236 1071 1587  219  211  412
  213   15  415  404 2134]",[3290],1
